ID,行政區,公園名稱,無障礙出入口名稱,TW97座標X,TW97座標Y,人行道寬度,坡度
1136,內湖區,灣仔廣場,4號出入口,309533.66,2773458.73,1.5,1
1137,內湖區,西安廣場,1號出入口,306619.43,2775519.19,2,1
1138,內湖區,西安廣場,2號出入口,306604.89,2775530.07,2,1
1139,內湖區,港富廣場,1號出入口,308318.96,2774792.11,6,1
1140,內湖區,港富廣場,2號出入口,308340.5,2774785.88,6,1
1141,內湖區,港富廣場,3號出入口,308290.82,2774728.35,6,1
1142,內湖區,港富廣場,4號出入口,308310.75,2774718.75,6,1
1143,南港區,合成8號綠地,1號出入口,309043.08,2771245.27,2,1
1144,南港區,合成8號綠地,2號出入口,309177.01,2771316.91,1.2,1
1145,南港區,合成8號綠地,3號出入口,309185.12,2771319.37,2.8,1
1146,南港區,合成8號綠地,4號出入口,309251.62,2771336.88,4.8,0
1147,南港區,合成18號綠地,1號出入口,308843.56,2771016.07,3,1
1148,南港區,合成18號綠地,2號出入口,308869.83,2771075.27,2.5,1
1149,南港區,合成18號綠地,3號出入口,308881.98,2771081.24,1.5,1
1150,南港區,合成18號綠地,4號出入口,309012.58,2771235.5,1,0
1151,南港區,新陽綠地,1號出入口,310207.86,2772062.39,1.8,1
1152,南港區,新陽綠地,2號出入口,310352.13,2771996.28,2.7,0
1153,南港區,新陽綠地,3號出入口,310367.31,2771989.62,2,0
1154,南港區,新陽綠地,4號出入口,310478.78,2771936.28,3,3
1155,南港區,29號綠地,1號出入口,312256.8,2770608,3.3,0
1156,南港區,29號綠地,3號出入口,312275.29,2770588.43,1.1,0
1157,南港區,向陽綠地,1號出入口,309798.41,2772307,1,0
1158,南港區,向陽綠地,2號出入口,309816.82,2772276.26,1.2,0
1159,南港區,向陽綠地,3號出入口,309802.09,2772209.72,1.5,0
1160,南港區,向陽綠地,4號出入口,309815.86,2772216.91,2.3,1
1161,南港區,向陽綠地,5號出入口,309834.89,2772227.36,1.5,0
1162,南港區,成德綠地,2號出入口,309232.56,2771051.62,4,0
1163,南港區,成德綠地,3號出入口,309299.53,2771086.64,2,0
1164,南港區,東新綠地,1號出入口,310502.47,2771843.26,3,2
1165,南港區,東新綠地,2號出入口,310524.92,2771967.97,1.8,0
1166,南港區,東新綠地,3號出入口,310547.71,2771955.16,4,0
1167,南港區,東新綠地,5號出入口,310628.6,2772023.07,2,1
1168,南港區,九如綠地,1號出入口,312176.6,2770210.05,3,0
1169,南港區,成福綠地,1號出入口,309809.24,2770982.2,3,0
1170,南港區,成福綠地,2號出入口,309835.59,2771020.54,1,0
1171,南港區,南深綠地,1號出入口,312890.84,2770159.49,2.2,4
1172,南港區,南深綠地,2號出入口,313002.24,2770068.75,1.5,0
1173,南港區,四分綠地,1號出入口,311973.73,2769906.25,2,1
1174,南港區,四分綠地,2號出入口,311974.71,2769868.03,1,1
1175,南港區,四分綠地,3號出入口,312073.23,2769870.09,1,0
1176,南港區,園區綠地,1號出入口,311851.04,2772588.12,1.5,0
1177,南港區,園區綠地,2號出入口,311851.62,2772549.24,3.5,0
1178,南港區,園區綠地,3號出入口,311828.18,2772465.97,1.7,0
1179,南港區,園區綠地,4號出入口,311830.18,2772681.29,1.6,1
1180,南港區,三重綠地,1號出入口,311966.2,2772228.13,2,0
1181,南港區,三重綠地,2號出入口,311957.67,2772140.08,1.5,0
1182,南港區,合心廣場,1號出入口,308733.43,2771102.52,3,0
1183,南港區,合心廣場,2號出入口,308765.61,2771077.22,8.5,0
1184,南港區,合心廣場,3號出入口,308830.65,2771026.22,2,0
1185,南港區,5號廣場,1號出入口,310872.21,2771740.04,1.2,0
1186,南港區,5號廣場,3號出入口,310885.31,2771654.78,1.3,0
1187,南港區,5號廣場,4號出入口,310900.46,2771656.73,2,0
1188,文山區,興德綠色步道,1號出入口,306480.71,2765311.49,2,0
1189,文山區,興德綠色步道,2號出入口,306417.96,2765162.86,2,1
1190,文山區,指南綠地,1號出入口,308526.49,2764019.74,5,0
1191,文山區,文山50號綠地,1號出入口,308050.71,2764910.71,1.5,5
1192,文山區,萬利公園綠地,1號出入口,307026.87,2765923.52,2.5,5
1193,文山區,萬利公園綠地,2號出入口,306965.88,2765940.09,3.5,5
1194,文山區,文山68號綠地,1號出入口,308530.4,2764087.62,2.5,5
1195,文山區,文山68號綠地,2號出入口,308498.63,2764077.38,1.9,0
1196,信義區,信義350號公園,1號出入口,306669.97,2770259.17,1.7,6
1197,信義區,信義350號公園,2號出入口,306669.17,2770255.13,1.7,8
1198,信義區,信義351號公園,1號出入口,306887.88,2770254.15,1.5,6
1199,信義區,信義351號公園,2號出入口,307340.31,2770245.56,1.5,6
1200,信義區,信義352號松智公園,1號出入口,307082.39,2770214.05,1.5,6
1201,信義區,信義352號松智公園,2號出入口,307070.23,2769561.22,1.5,6
1202,信義區,信義353號松仁綠地,1號出入口,307063.61,2769524.58,1.5,6
1203,信義區,信義353號松仁綠地,2號出入口,307335.73,2769440.38,1.5,6
1204,信義區,信義354號綠地,1號出入口,307382.29,2770429.16,1.5,6
1205,信義區,信義354號綠地,2號出入口,307368.63,2769556.4,1.5,6
1206,信義區,信義355號綠地,1號出入口,307367.72,2769514.13,1.5,6
1207,信義區,信義355號綠地,2號出入口,307366.65,2769059.45,1.5,6
1208,信義區,信義356號綠地,1號出入口,307884.92,2769749.39,1.5,6
1209,信義區,信義356號綠地,2號出入口,307969.31,2770028.91,1.5,6
1210,信義區,信義410號太子綠地,1號出入口,308239.24,2770921.26,2.5,6
1211,信義區,信義410號太子綠地,2號出入口,308238.22,2770905.24,2.5,6
1212,信義區,信義316號松隆綠地,1號出入口,308466.23,2769822.4,1.1,6
1213,信義區,信義316號松隆綠地,2號出入口,308550.94,2769699.2,1.1,6
1214,信義區,信義220號崇德綠地,1號出入口,306056.07,2768586.51,1.2,6
1215,信義區,信義220號崇德綠地,2號出入口,306069.31,2768593.84,1.2,6
1216,信義區,信義319號松光綠地,1號出入口,308403.08,2770293.23,2.1,8
1217,信義區,信義319號松光綠地,2號出入口,308388.04,2770295.99,2.1,8
1218,信義區,信義290號黎平綠地,1號出入口,306208.73,2768457.53,1.3,8
1219,信義區,信義382號惠安水與綠生活綠地,1號出入口,307345.31,2768478.13,1.2,6
1220,信義區,信義382號惠安水與綠生活綠地,2號出入口,307351.23,2768454.46,1.2,6
1221,大安區,大安125號綠地,1號出入口,303795.67,2770793.7,1.8,2
1222,大安區,大安125號綠地,2號出入口,303866.77,2770814.16,1.5,2
1223,大安區,溫州綠地,1號出入口,303670.7,2768170.62,2,0
1224,大安區,錦華綠地,1號出入口,303439.58,2769172.63,1.2,2
1225,大安區,錦華綠地,2號出入口,303439.82,2769146.52,2.8,1
1226,大安區,黎和綠地,1號出入口,306527.03,2767766.31,2.2,2
1227,大安區,黎和綠地,2號出入口,306516.92,2767755.76,1.5,2
1228,中山區,中山391號力行1號綠地         ,1號出入口,304341.41,2775207.19,1.5,8
1229,中山區,中山391號力行1號綠地         ,2號出入口,304377.62,2775185.54,1.5,8
1230,中山區,中山393力行2號綠地,1號出入口,304341.41,2775207.19,2.2,0
1231,中山區,中山411號綠地,1號出入口,306131.51,2775055.96,6.2,5
1232,中山區,中山411號綠地,2號出入口,306131.54,2775180.41,6.4,5
1233,中山區,中山412號綠地,1號出入口,306133.11,2775038.53,5.3,5
1234,中山區,中山412號綠地,2號出入口,306133.37,2774845.33,9.5,0
1235,中山區,中山413號綠地,1號出入口,306104.58,2775180.64,6.2,1
1236,中山區,中山413號綠地,2號出入口,306106.7,2775059.56,7.5,1
1237,中山區,中山414號綠地,1號出入口,306105.91,2775038.34,9.1,1
1238,中山區,中山414號綠地,2號出入口,306105.61,2774847.82,9.9,1
1239,中山區,中山415號綠地,1號出入口,305795.57,2774762.64,7.4,1
1240,中山區,中山415號綠地,2號出入口,305708.44,2774762.28,7.1,1
1241,中山區,中山416號綠地,1號出入口,305914.09,2774761.51,7.3,1
1242,中山區,中山416號綠地,2號出入口,305813.7,2774762.44,6.8,1
1243,中山區,中山417號綠地,1號出入口,306087.26,2774760.07,6.8,2
1244,中山區,中山417號綠地,2號出入口,305933.03,2774760.78,9.3,1
1245,中山區,中山418號綠地,1號出入口,306331.06,2774759.73,6.6,1
1246,中山區,中山418號綠地,2號出入口,306245.82,2774760.18,7.8,1
1247,中山區,中山419號綠地,1號出入口,306499.9,2774758.81,7.3,1
1248,中山區,中山419號綠地,2號出入口,306350.27,2774759,6.9,1
1249,中山區,中山420號綠地,1號出入口,306664.1,2774769.99,5.5,1
1250,中山區,中山420號綠地,2號出入口,306521.55,2774758.09,6.2,2
1251,中山區,中山421號綠地,1號出入口,306733.46,2774811.18,5.2,1
1252,中山區,中山421號綠地,2號出入口,306682.99,2774780.83,7.2,2
1253,中山區,中山422號綠地,1號出入口,305802.14,2774738.3,6.4,1
1254,中山區,中山422號綠地,2號出入口,305720.96,2774739.58,7.7,1
1255,中山區,中山423號綠地,1號出入口,305920.52,2774737.04,6.4,1
1256,中山區,中山423號綠地,2號出入口,305817.97,2774737.42,7.1,1
1257,中山區,中山424號綠地,1號出入口,306016.71,2774737.16,7.1,1
1258,中山區,中山424號綠地,2號出入口,305933.64,2774737.49,7.4,1
1259,中山區,中山425號綠地,1號出入口,306106.55,2774736.32,4.7,1
1260,中山區,中山425號綠地,2號出入口,306029.83,2774737.35,5.1,1
1261,中山區,中山426號綠地,1號出入口,306748.54,2774790.37,8.2,1
1262,中山區,中山426號綠地,2號出入口,306683.49,2774752.43,9.1,1
1263,中山區,中山21號廣場,1號出入口,306130.91,2775243.84,6.2,2
1264,中山區,中山21號廣場,2號出入口,306132.18,2775198.37,8.4,2
1265,中山區,中山21號廣場,3號出入口,306205.78,2775197.6,7,2
1266,士林區,士林8號華齡公園,1號出入口,302789.61,2775186,3.8,8
1267,士林區,士林8號華齡公園,2號出入口,302746.62,2775176.82,4,8
1268,士林區,士林73號天美綠地,1號出入口,303049.7,2779283.86,3.1,8
1269,士林區,士林73號天美綠地,2號出入口,303052.91,2779433.17,1.8,0
1270,士林區,士林77號天壽公園,1號出入口,303016.7,2778485.81,1.8,8
1271,士林區,士林77號天壽公園,2號出入口,302981.48,2778568.26,2.8,0
1272,士林區,士林95聖山綠地,1號出入口,303698.54,2777722.6,5.7,0
1273,士林區,士林95聖山綠地,2號出入口,303690.37,2777703.87,2.6,0
1274,士林區,士林95聖山綠地,3號出入口,303681.63,2777722.81,2.4,0
1275,士林區,士林117號綠地,1號出入口,301861.78,2776539.93,9.9,5
1276,士林區,士林117號綠地,2號出入口,301806.01,2776689.85,5.7,5
1277,士林區,士林120號綠地,1號出入口,302474.4,2776210.83,2.2,0
1278,士林區,士林120號綠地,2號出入口,302510.85,2776160.25,2.6,0
1279,士林區,士林128號綠地,1號出入口,302765.86,2775270.61,2.8,8
1280,士林區,士林128號綠地,2號出入口,302723.84,2775257.94,1.7,0
1281,士林區,士林128號綠地,3號出入口,302711.94,2775256.55,1.5,0
1282,士林區,士林128號綠地,4號出入口,302677.46,2775252.51,1.6,0
1283,士林區,士林128號綠地,5號出入口,302665.96,2775253.01,1.5,0
1284,士林區,士林128號綠地,6號出入口,302596.82,2775255.16,1.5,0
1285,士林區,士林130號綠地,1號出入口,300736.98,2775787.31,2.4,5
1286,士林區,士林130號綠地,2號出入口,300718.45,2775751.46,4.1,5
1287,士林區,士林130號綠地,3號出入口,300709.06,2775803.35,1.9,2
1288,士林區,士林139號綠地,1號出入口,301405.11,2775282.88,3.3,8
1289,士林區,士林139號綠地,2號出入口,301267.19,2775228.27,1.5,0
1290,士林區,士林143號東吳綠地,1號出入口,304790.55,2776538.18,3,5
1291,士林區,士林143號東吳綠地,2號出入口,304700.62,2776631.45,8.2,1
1292,士林區,基隆河沖洗溝綠地,1號出入口,302727.77,2775188.99,4.4,8
1293,士林區,基隆河沖洗溝綠地,2號出入口,302599.14,2775148.13,6.8,8
1294,士林區,基隆河沖洗溝綠地,3號出入口,302602.46,2775128.77,1.5,8
1295,士林區,基隆河沖洗溝綠地,4號出入口,302585.09,2775141.62,1.5,8
1296,士林區,基隆河沖洗溝綠地,5號出入口,302413.51,2775011.26,1.5,8
1297,士林區,基隆河沖洗溝綠地,6號出入口,302415.76,2774989.74,1.5,8
1298,士林區,士林173號蘭興1號綠地,1號出入口,303025.36,2778467.54,3.6,5
1299,士林區,士林173號蘭興1號綠地,2號出入口,303031.56,2778264.99,3.6,5
1300,士林區,士林80號蘭興2號綠地,1號出入口,303071.45,2778440.82,6.2,1
1301,士林區,士林80號蘭興2號綠地,2號出入口,303098.91,2778404.88,1.5,0
1302,士林區,士林83號天福綠地,1號出入口,303710.53,2778821.42,1.5,8
1303,士林區,士林83號天福綠地,2號出入口,303727.79,2778800.64,1.5,8
1304,士林區,士林206號番仔田綠地,1號出入口,305286.37,2776729.58,4.8,0
1305,士林區,士林206號番仔田綠地,2號出入口,305278.8,2776695.92,6.3,0
1306,士林區,士林208號綠地,1號出入口,303828.07,2776656.47,1.5,0
1307,士林區,士林208號綠地,2號出入口,303803.39,2776638.35,1.5,0
1308,士林區,士林79號綠地,1號出入口,303120.77,2778682.72,1.5,0
1309,士林區,士林79號綠地,2號出入口,303134.41,2778688.96,1.5,0
1310,士林區,士林1號天母廣場,1號出入口,303475.19,2779046.39,7,5
1311,士林區,士林1號天母廣場,2號出入口,303439.19,2779052.7,4.5,5
1312,士林區,士林1號天母廣場,3號出入口,303450.74,2779005.13,9.2,5
1313,士林區,士林1號天母廣場,4號出入口,303426.4,2779005.31,4.1,5
1314,士林區,士林3號德行廣場       ,1號出入口,302914.22,2777450.14,2.9,0
1315,士林區,士林3號德行廣場       ,2號出入口,302843.34,2777449.87,3.4,0
1316,士林區,士林4號廣場    ,1號出入口,303659.38,2776536.49,8.5,0
1317,士林區,士林4號廣場    ,2號出入口,303660.13,2776483.22,5.5,0
1318,北投區,北投88號綠地,1號出入口,301909.97,2778965.93,6.9,0
1319,北投區,北投88號綠地,2號出入口,301886.37,2778910.96,1.5,2
1320,北投區,北投90號綠地,1號出入口,302573.72,2779046.49,1.5,1
1321,北投區,北投90號綠地,2號出入口,302428.06,2779012.3,1.5,1
1322,北投區,北投91號綠地,1號出入口,302631.76,2779077.19,1.5,0
1323,北投區,北投91號綠地,2號出入口,302591.53,2779058.2,1.5,0
1324,北投區,北投120號綠地,1號出入口,300689.41,2779025.49,1.5,0
1325,北投區,北投120號綠地,2號出入口,300656.01,2779058.73,1.5,0
1326,北投區,北投121號綠地,1號出入口,300824.61,2778892.3,3.7,1
1327,北投區,北投121號綠地,2號出入口,300698.37,2779017.19,3.7,1
1328,北投區,北投122號綠地,1號出入口,301166.71,2778553.55,3.7,1
1329,北投區,北投122號綠地,2號出入口,301359.48,2778363.28,3.7,1
1330,北投區,北投123號綠地,1號出入口,300803.13,2778850.79,3.7,1
1331,北投區,北投123號綠地,2號出入口,300901.95,2778752.98,3.7,1
1332,北投區,北投163大業綠地,1號出入口,300098.66,2780222.65,3,1
1333,北投區,北投163大業綠地,2號出入口,300104.52,2780212.18,3.2,1
1334,北投區,北投163大業綠地,3號出入口,300247.5,2779796.85,3.2,1
1335,北投區,北投163大業綠地,4號出入口,299968.64,2780533.91,3.2,1
1336,北投區,北投164號綠地,1號出入口,300039.88,2780725.15,9.2,1
1337,北投區,北投164號綠地,2號出入口,300021.23,2780500.22,5.7,2
1338,北投區,北投165號綠地,1號出入口,300152.38,2780472.46,2,8
1339,北投區,北投165號綠地,2號出入口,300148.56,2780480.24,2,8
1340,北投區,北投166號綠地,1號出入口,300056.01,2780420.73,9.5,5
1341,北投區,北投166號綠地,2號出入口,300134.57,2780240.26,7.9,0
1342,北投區,北投167號綠地,1號出入口,300181.22,2780131.77,1.5,0
1343,北投區,北投167號綠地,2號出入口,300207.73,2780057.36,1.5,0
1344,北投區,北投167號綠地,3號出入口,300211.57,2780043.92,1.5,0
1345,北投區,北投167號綠地,4號出入口,300234.27,2779974.34,1.5,0
1346,北投區,北投167號綠地,5號出入口,300238.65,2779960.37,1.5,0
1347,北投區,北投167號綠地,6號出入口,300286.81,2779810.45,1.5,0
1348,北投區,北投168號綠地,1號出入口,300291.97,2779792.59,6.5,1
1349,北投區,北投168號綠地,2號出入口,300362.72,2779531.39,6.5,1
1350,北投區,北投183號綠地,1號出入口,297635.13,2779484.22,5.3,0
1351,北投區,北投183號綠地,2號出入口,297562.08,2779489.62,1.5,0
1352,北投區,北投187號綠地,1號出入口,297316.59,2779460.52,7.2,0
1353,北投區,北投187號綠地,2號出入口,297093.37,2779481.26,2.9,0
1354,北投區,北投250號奇岩四號綠地,1號出入口,301004.49,2779756.8,6.2,1
1355,北投區,北投250號奇岩四號綠地,2號出入口,300949.46,2779860.96,1.5,5
1356,北投區,北投250號奇岩四號綠地,3號出入口,301075.15,2779953.96,1.5,5
1357,北投區,北投250號奇岩四號綠地,4號出入口,301125.91,2779976.75,6.2,1
1358,北投區,北投242號磅空頂綠地,1號出入口,296961.86,2779501.55,2.1,0
1359,北投區,北投257號綠地,1號出入口,300002.05,2780752.21,1.5,1
1360,北投區,北投257號綠地,2號出入口,299460.22,2781003.06,1.5,1
1361,北投區,北投258號綠地,1號出入口,300207.32,2780492.77,1.5,1
1362,北投區,北投258號綠地,2號出入口,300174.02,2780499.91,1.5,1
1363,北投區,北投258號綠地,3號出入口,300189.83,2780467.69,1.5,1
1364,北投區,北投258號綠地,4號出入口,300188.02,2780517.98,1.5,1
1365,北投區,北投161號田心仔綠地,1號出入口,302473.08,2777831.97,5.4,0
1366,北投區,北投161號田心仔綠地,2號出入口,302444.74,2777815.71,1.5,0
1367,北投區,北投3號廣場,1號出入口,302464.64,2777845.92,1.5,8
1368,北投區,北投3號廣場,2號出入口,302411.83,2777932.35,1.5,8
1369,北投區,北投3號廣場,3號出入口,302439.01,2777828.07,1.5,8
1370,北投區,北投3號廣場,4號出入口,302382.68,2777913.94,1.5,8
1371,北投區,I-1明德站南段,1號出入口,302473.08,2777831.97,3.5,5
1372,北投區,I-1明德站南段,2號出入口,302444.74,2777815.71,3.2,5
1373,北投區,I-2明德站南段,1號出入口,302464.64,2777845.92,1.5,5
1374,北投區,I-2明德站南段,2號出入口,302411.83,2777932.35,1.5,5
1375,北投區,I-2明德站南段,3號出入口,302439.01,2777828.07,1.5,5
1376,北投區,I-2明德站南段,4號出入口,302382.68,2777913.94,1.5,5
1377,北投區,J-1石牌南站段,1號出入口,302274.7,2778138.43,1.5,5
1378,北投區,J-1石牌南站段,2號出入口,302181.56,2778302.45,1.5,5
1379,北投區,J-1石牌南站段,3號出入口,302253.65,2778124.09,1.5,5
1380,北投區,J-1石牌南站段,4號出入口,302156.18,2778289.97,1.5,5
1381,北投區,J-2石牌南站段,1號出入口,302171.2,2778321.24,1.5,5
1382,北投區,J-2石牌南站段,2號出入口,302088.54,2778434.45,1.5,5
1383,北投區,J-2石牌南站段,3號出入口,302132.89,2778296.34,1.5,5
1384,北投區,J-2石牌南站段,4號出入口,302070.27,2778402.1,1.5,5
1385,北投區,K-1唭哩岸站南段,1號出入口,301882.52,2778762.4,1.5,5
1386,北投區,K-1唭哩岸站南段,2號出入口,301789.99,2778908.39,1.5,5
1387,北投區,K-1唭哩岸站南段,3號出入口,301856.62,2778744.54,1.5,5
1388,北投區,K-1唭哩岸站南段,4號出入口,301763.55,2778889.45,1.5,5
1389,北投區,K-2唭哩岸站南段,1號出入口,301773.14,2778929.3,1.5,5
1390,北投區,K-2唭哩岸站南段,2號出入口,301693.16,2779050.05,1.5,5
1391,北投區,K-2唭哩岸站南段,3號出入口,301753.21,2778905.56,1.5,5
1392,北投區,K-2唭哩岸站南段,4號出入口,301654.77,2779043.45,1.5,5
1393,北投區,K-3唭哩岸站南段,1號出入口,301630.16,2779114.37,1.5,5
1394,北投區,K-3唭哩岸站南段,2號出入口,301611.17,2779128.56,1.5,5
1395,北投區,K-3唭哩岸站南段,3號出入口,301588.52,2779109.37,1.5,5
1396,北投區,K-4唭哩岸站南段,1號出入口,301589.49,2779139.24,1.5,5
1397,北投區,K-4唭哩岸站南段,2號出入口,301327.91,2779216.8,1.5,5
1398,北投區,K-4唭哩岸站南段,3號出入口,301575.53,2779111.75,1.5,5
1399,北投區,K-4唭哩岸站南段,4號出入口,301318.79,2779195.78,1.5,5
1400,北投區,K-5唭哩岸站南段,1號出入口,301311.13,2779217.81,1.5,5
1401,北投區,K-5唭哩岸站南段,2號出入口,301243.45,2779234.23,1.5,5
1402,北投區,K-5唭哩岸站南段,3號出入口,301234.9,2779204.61,1.5,5
1403,北投區,L-1磺港溪南段,1號出入口,300905.62,2779302.91,1.5,5
1404,北投區,L-1磺港溪南段,2號出入口,300713.9,2779360.29,1.5,5
1405,北投區,L-1磺港溪南段,3號出入口,300900.86,2779273.3,1.5,5
1406,北投區,L-1磺港溪南段,4號出入口,300711.83,2779335.54,1.5,5
1407,北投區,L-2磺港溪南段,1號出入口,300690.31,2779376.35,1.5,5
1408,北投區,L-2磺港溪南段,2號出入口,300590.95,2779547.6,1.5,5
1409,北投區,L-2磺港溪南段,3號出入口,300684.78,2779335.98,1.5,5
